urban_area,County_name,Tract,Low_Response_Score,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
"College Station--Bryan, TX",Brazos County,1702,32.7,20.2,3.6,68.1,12.2
"College Station--Bryan, TX",Brazos County,1606,29.3,17.1,7.5,45.2,7.5
"College Station--Bryan, TX",Brazos County,1605,31.7,18.8,4.0,47.3,7.6
"College Station--Bryan, TX",Brazos County,1803,24.8,14.6,5.0,30.5,7.2
"College Station--Bryan, TX",Brazos County,2007,22.5,12.3,5.8,15.4,7.0
"College Station--Bryan, TX",Brazos County,2008,15.9,9.0,2.8,2.8,2.0
"College Station--Bryan, TX",Brazos County,1900,17.4,13.3,3.5,14.5,5.0
"College Station--Bryan, TX",Brazos County,2001,12.5,10.4,4.4,4.8,2.6
"College Station--Bryan, TX",Brazos County,202,24.2,36.6,6.6,21.6,6.6
"College Station--Bryan, TX",Brazos County,201,29.4,23.9,6.9,39.0,11.7
"College Station--Bryan, TX",Brazos County,101,22.1,20.2,4.9,16.0,7.4
"College Station--Bryan, TX",Brazos County,2009,9.6,6.9,6.0,1.3,1.1
"College Station--Bryan, TX",Brazos County,2013,24.5,19.9,5.3,27.7,7.1
"College Station--Bryan, TX",Brazos County,2011,19.2,13.9,8.0,5.8,6.2
"Corpus Christi, TX",San Patricio County,10500,26.7,90.8,5.4,28.3,6.2
"Corpus Christi, TX",Nueces County,1902,26.5,82.3,5.0,22.4,7.5
"Corpus Christi, TX",San Patricio County,10602,22.8,49.3,8.8,14.5,9.4
"Corpus Christi, TX",San Patricio County,10604,16.6,23.6,7.0,3.3,2.0
"Corpus Christi, TX",San Patricio County,10700,23.2,44.1,8.2,12.9,8.2
"Corpus Christi, TX",San Patricio County,10603,15.7,22.4,4.6,5.4,3.0
"Corpus Christi, TX",San Patricio County,10601,23.6,43.3,7.8,8.4,7.0
"Corpus Christi, TX",Nueces County,3002,23.2,32.2,4.6,17.3,7.1
"Corpus Christi, TX",Nueces County,3101,20.4,12.9,5.0,12.5,5.0
"Corpus Christi, TX",Nueces County,6300,28.1,48.5,9.0,26.5,8.5
"Corpus Christi, TX",Nueces County,6400,29,52.2,14.7,34.5,7.5
"Corpus Christi, TX",Nueces County,2102,19.2,35.7,6.6,7.7,4.7
"Corpus Christi, TX",Nueces County,3304,25.4,54.7,6.8,12.8,4.6
"Corpus Christi, TX",Nueces County,3102,21.9,34.1,9.5,23.1,8.1
"Corpus Christi, TX",Nueces County,5415,19.8,55.1,6.5,2.8,2.3
"Corpus Christi, TX",Nueces County,5411,27.1,48.0,9.0,12.8,6.4
"Corpus Christi, TX",Nueces County,5413,26.7,60.0,15.1,2.6,3.2
"Corpus Christi, TX",Nueces County,6200,19.6,9.9,3.8,3.1,1.8
"Corpus Christi, TX",Nueces County,5416,13.3,35.0,5.1,0.0,0.4
"Corpus Christi, TX",Nueces County,500,31.5,52.8,14.1,42.2,14.4
"Corpus Christi, TX",Nueces County,2301,22.4,83.9,6.6,15.0,5.7
"Corpus Christi, TX",Nueces County,2303,25.9,78.0,6.4,16.5,5.2
"Corpus Christi, TX",Nueces County,2304,28.1,75.4,8.4,15.4,7.6
"Corpus Christi, TX",Nueces County,2400,21.2,68.3,6.9,10.9,6.8
"Corpus Christi, TX",Nueces County,900,30,96.5,2.4,37.8,13.9
"Corpus Christi, TX",Nueces County,1000,30.6,90.3,3.2,45.7,14.6
"Corpus Christi, TX",Nueces County,1100,32.4,83.2,7.8,45.5,12.5
"Corpus Christi, TX",Nueces County,1200,26.7,63.6,8.8,43.4,12.9
"Corpus Christi, TX",Nueces County,2500,20.1,43.8,9.2,20.0,8.2
"Corpus Christi, TX",Nueces County,2703,22.4,56.1,4.7,15.6,6.0
"Corpus Christi, TX",Nueces County,5417,20.3,47.8,4.8,2.5,2.0
"Corpus Christi, TX",Nueces County,1500,32.1,89.9,4.5,43.8,9.3
"Corpus Christi, TX",Nueces County,1300,29.1,97.3,1.0,31.5,8.4
"Corpus Christi, TX",Nueces County,1400,22.4,42.6,7.5,10.7,6.5
"Corpus Christi, TX",Nueces County,1601,26.9,89.4,7.6,20.0,8.2
"Corpus Christi, TX",Nueces County,1602,25.2,97.2,2.8,37.6,10.2
"Corpus Christi, TX",Nueces County,1801,24.2,89.5,3.7,31.2,8.4
"Corpus Christi, TX",Nueces County,3401,23.1,60.2,6.2,14.4,6.9
"Corpus Christi, TX",Nueces County,3402,21.8,66.9,8.3,17.0,7.7
"Corpus Christi, TX",Nueces County,3601,24.4,51.9,7.4,14.4,7.7
"Corpus Christi, TX",Nueces County,1802,27.2,88.8,6.9,7.2,4.4
"Corpus Christi, TX",Nueces County,3603,22.4,63.7,8.2,12.1,5.8
"Corpus Christi, TX",Nueces County,5414,17.9,49.7,8.5,7.5,6.8
"Corpus Christi, TX",Nueces County,3203,26.7,59.5,10.1,17.8,6.7
"Corpus Christi, TX",Nueces County,5404,18.1,39.4,8.4,0.9,1.4
"Corpus Christi, TX",Nueces County,3700,22.6,58.1,7.8,5.8,3.4
"Corpus Christi, TX",Nueces County,1903,25.4,87.7,7.1,17.0,8.6
"Corpus Christi, TX",Nueces County,2101,27.9,64.2,6.8,25.3,9.1
"Corpus Christi, TX",Nueces County,2001,26.5,85.1,6.9,29.6,11.6
"Corpus Christi, TX",Nueces County,1702,27.4,86.3,10.0,11.7,7.3
"Corpus Christi, TX",Nueces County,2002,24.9,88.1,6.2,15.3,6.0
"Corpus Christi, TX",Nueces County,1904,25.6,91.4,5.8,32.1,8.2
"Corpus Christi, TX",Nueces County,2602,21.4,67.9,6.7,23.6,11.6
"Corpus Christi, TX",Nueces County,2603,21.1,55.3,12.7,18.7,10.3
"Corpus Christi, TX",Nueces County,3204,23.1,50.1,5.0,7.5,4.9
"Corpus Christi, TX",Nueces County,3306,26.2,61.7,7.4,18.4,7.5
"Corpus Christi, TX",Nueces County,3303,25,76.3,16.5,17.2,15.8
"Corpus Christi, TX",Nueces County,3305,31.5,74.0,6.2,42.1,8.8
"Corpus Christi, TX",Nueces County,3001,27,39.6,14.4,28.9,9.7
"Corpus Christi, TX",Nueces County,5412,21.3,45.5,5.3,2.3,2.3
"Corpus Christi, TX",Nueces County,5409,16.5,52.7,6.9,5.3,5.0
"Corpus Christi, TX",Nueces County,980000,14.6,71.4,71.4,0.0,61.9
"Corpus Christi, TX",Nueces County,1701,27.6,81.6,16.0,19.9,7.0
"Corpus Christi, TX",Kleberg County,20100,23.7,62.6,5.5,17.2,5.8
"Corpus Christi, TX",Nueces County,5407,20.3,67.1,6.8,3.0,2.2
"Corpus Christi, TX",Nueces County,5408,24.1,74.1,8.7,5.3,3.4
"Corpus Christi, TX",Nueces County,5410,22.5,61.4,11.3,10.3,9.8
"Corpus Christi, TX",Nueces County,2601,24.3,41.9,11.8,22.3,11.7
"Corpus Christi, TX",Nueces County,3602,21.9,47.5,7.9,15.0,7.0
"Corpus Christi, TX",Nueces County,5406,24.8,46.2,5.4,9.2,6.0
"Corpus Christi, TX",Nueces County,5802,22.2,56.5,6.3,11.9,5.6
"Corpus Christi, TX",Nueces County,2705,19.9,38.3,7.7,15.6,7.8
"Corpus Christi, TX",Nueces County,2704,26.3,39.6,7.5,23.3,9.8
"Corpus Christi, TX",Nueces County,800,29.5,71.1,9.4,20.3,6.5
"Corpus Christi, TX",Nueces County,2200,25.7,79.9,7.7,26.0,13.0
"Corpus Christi, TX",Nueces County,3202,21.8,45.5,9.4,5.0,2.1
"Corpus Christi, TX",Nueces County,600,25.6,80.5,3.4,16.8,7.0
"Corpus Christi, TX",Nueces County,700,27.8,76.8,6.2,25.7,8.9
"Corpus Christi, TX",Nueces County,3500,25.8,75.9,5.9,15.1,7.1
"Corpus Christi, TX",Nueces County,5801,19.2,27.6,7.4,4.6,3.5
"Corpus Christi, TX",Nueces County,2900,29.8,23.6,8.4,4.8,6.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111521,26.6,41.3,8.0,15.5,6.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,114205,17.7,14.2,10.6,23.0,8.1
"Dallas--Fort Worth--Arlington, TX",Denton County,21523,19.8,38.4,10.1,8.2,6.8
"Dallas--Fort Worth--Arlington, TX",Denton County,21611,19.2,24.2,5.5,8.8,5.9
"Dallas--Fort Worth--Arlington, TX",Denton County,21612,20.7,22.3,8.2,3.0,2.1
"Dallas--Fort Worth--Arlington, TX",Denton County,21613,27.4,42.0,5.8,17.6,5.5
"Dallas--Fort Worth--Arlington, TX",Denton County,21614,21.6,46.5,7.2,5.1,3.7
"Dallas--Fort Worth--Arlington, TX",Denton County,21616,25.9,21.5,7.2,14.7,5.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113810,19.3,22.5,6.1,10.0,4.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,9202,27.3,78.0,4.7,24.1,8.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,9301,27.6,90.1,5.5,27.0,10.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,9304,35.7,23.9,9.1,65.7,9.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113514,27.5,33.2,5.5,31.1,7.8
"Dallas--Fort Worth--Arlington, TX",Denton County,21615,18.4,43.5,8.6,7.3,4.2
"Dallas--Fort Worth--Arlington, TX",Denton County,20305,12.5,4.8,1.8,2.3,2.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,106511,26.2,28.0,7.8,18.5,7.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,106512,26.9,14.8,7.0,29.2,7.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,106513,23.6,20.3,7.1,24.6,11.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,106514,29.9,18.9,7.1,31.1,10.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,106515,27.1,14.4,7.5,19.0,8.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,106516,35.8,41.9,8.4,42.9,11.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,106600,35.2,35.0,8.7,41.0,8.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111404,23.8,10.0,3.5,13.9,5.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104605,26.3,37.5,8.8,39.8,12.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104802,26.7,69.8,7.0,34.7,10.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,105001,27.7,90.3,4.0,41.7,11.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111013,23.6,23.0,2.9,10.6,5.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,8400,27.3,82.1,6.5,28.7,8.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,8500,26.1,74.9,4.8,28.9,8.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,105006,27.9,54.6,13.9,15.7,16.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,105201,29.5,47.1,8.0,44.3,7.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,105204,32.7,38.7,8.2,29.6,9.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,105205,31.2,17.8,6.8,33.0,9.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,8604,35.9,21.8,7.7,55.1,9.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,8701,33,6.0,3.8,53.0,11.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,8704,32.7,5.3,5.7,33.8,9.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,8801,24.7,20.1,6.6,30.6,8.3
"Dallas--Fort Worth--Arlington, TX",Ellis County,60213,17.4,17.8,4.8,7.0,3.8
"Dallas--Fort Worth--Arlington, TX",Ellis County,60211,17.8,15.3,4.5,4.3,3.8
"Dallas--Fort Worth--Arlington, TX",Ellis County,60801,14.2,8.8,2.3,2.7,1.6
"Dallas--Fort Worth--Arlington, TX",Ellis County,60702,20.1,11.1,8.3,5.4,3.3
"Dallas--Fort Worth--Arlington, TX",Ellis County,60214,15.5,11.0,3.1,1.0,1.1
"Dallas--Fort Worth--Arlington, TX",Ellis County,60703,23.6,12.0,7.1,9.7,6.5
"Dallas--Fort Worth--Arlington, TX",Ellis County,60802,18,7.8,6.0,8.9,6.8
"Dallas--Fort Worth--Arlington, TX",Ellis County,60803,22.3,19.6,10.3,13.2,10.6
"Dallas--Fort Worth--Arlington, TX",Ellis County,60701,23.1,36.1,16.0,6.0,3.8
"Dallas--Fort Worth--Arlington, TX",Ellis County,60208,17.7,10.1,3.5,2.9,2.1
"Dallas--Fort Worth--Arlington, TX",Ellis County,60212,20.4,20.3,6.1,3.0,2.1
"Dallas--Fort Worth--Arlington, TX",Ellis County,60210,15.7,15.7,13.0,1.0,5.2
"Dallas--Fort Worth--Arlington, TX",Ellis County,60209,15.9,10.3,2.9,4.8,4.5
"Dallas--Fort Worth--Arlington, TX",Wise County,150603,19.8,18.7,7.2,8.3,3.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31704,22.6,18.6,7.0,5.5,4.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31653,18.9,12.4,2.7,4.9,3.0
"Dallas--Fort Worth--Arlington, TX",Denton County,20306,25.1,16.7,3.6,5.0,2.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111402,16.2,21.0,8.1,9.0,6.6
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40102,15,13.0,4.0,3.5,2.3
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40402,19.2,20.9,4.5,4.1,2.3
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40504,15.3,9.2,2.1,2.2,2.1
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40506,12.8,2.1,2.1,4.4,3.3
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40505,19,14.7,1.9,5.8,3.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,18503,35.8,22.5,7.8,36.8,9.9
"Dallas--Fort Worth--Arlington, TX",Collin County,31645,10.7,1.6,1.4,1.9,1.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31646,18,6.5,2.4,1.9,1.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31647,21.9,13.3,7.6,0.6,0.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31648,18.4,7.7,4.2,7.9,5.3
"Dallas--Fort Worth--Arlington, TX",Collin County,31649,16,1.9,1.6,6.7,3.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,18300,23.6,62.8,10.0,14.4,6.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,18401,25.1,56.8,9.3,31.7,8.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,18402,18.4,40.9,9.0,6.2,5.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,18403,34.5,47.9,11.7,16.3,9.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,18600,19.3,42.7,9.5,22.5,13.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,18700,26.9,73.0,6.9,26.3,7.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111516,23.1,22.8,4.7,10.3,7.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104603,27.7,72.5,4.4,41.0,12.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113916,22.6,23.4,9.2,15.4,7.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111505,17.8,13.7,3.0,10.1,4.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,18140,19.8,28.4,11.3,10.9,10.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,19043,12.2,5.5,5.4,2.0,1.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,19042,21.4,16.1,4.3,4.5,2.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,19039,20.7,10.1,4.8,12.3,9.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,19038,31.7,4.8,3.2,6.5,6.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,19213,29.9,60.0,12.2,42.9,9.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,13726,23.2,37.1,14.1,9.2,11.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,16624,21.8,22.1,6.2,6.9,5.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,16622,26.4,13.2,6.0,7.9,4.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,7911,30.6,15.4,8.9,15.0,6.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,10903,33.8,51.8,14.6,21.7,8.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,1703,25.7,7.2,4.0,6.9,3.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,19212,42.5,95.5,5.8,54.6,12.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,20300,30.2,6.1,5.1,35.9,8.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,20500,34.4,24.9,5.9,55.9,10.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,20600,10.4,8.9,5.5,1.3,0.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,20700,19,17.6,6.3,1.2,1.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,14127,24.9,6.9,3.1,6.1,2.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,12301,25.2,75.8,7.9,34.2,11.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,12302,31.3,48.5,9.5,45.7,6.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31312,12.4,10.1,3.6,2.6,2.0
"Dallas--Fort Worth--Arlington, TX",Collin County,32010,26.5,44.5,7.5,13.8,7.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31202,19.5,14.5,8.4,7.9,6.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31201,17.6,16.6,4.3,9.0,4.3
"Dallas--Fort Worth--Arlington, TX",Collin County,31713,30.7,17.6,8.3,14.6,8.8
"Dallas--Fort Worth--Arlington, TX",Collin County,30801,26.8,31.2,10.6,11.3,10.0
"Dallas--Fort Worth--Arlington, TX",Collin County,30511,17.1,12.4,3.8,3.5,3.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31411,14.5,13.0,6.4,2.8,2.4
"Dallas--Fort Worth--Arlington, TX",Collin County,30510,18,13.9,5.0,5.2,3.4
"Dallas--Fort Worth--Arlington, TX",Collin County,30508,16.8,12.9,5.2,5.0,3.9
"Dallas--Fort Worth--Arlington, TX",Collin County,30507,13.1,9.0,5.9,0.9,1.1
"Dallas--Fort Worth--Arlington, TX",Collin County,30509,17.5,13.5,5.0,0.4,0.6
"Dallas--Fort Worth--Arlington, TX",Collin County,31711,21.1,3.5,2.3,5.0,2.9
"Dallas--Fort Worth--Arlington, TX",Collin County,31657,31.7,6.2,2.9,8.5,4.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31660,26.8,7.7,4.7,5.3,3.2
"Dallas--Fort Worth--Arlington, TX",Johnson County,130207,16.7,9.9,2.6,4.4,2.4
"Dallas--Fort Worth--Arlington, TX",Johnson County,130204,17.6,15.3,3.4,9.8,5.3
"Dallas--Fort Worth--Arlington, TX",Johnson County,130405,16.3,11.2,6.7,4.3,4.8
"Dallas--Fort Worth--Arlington, TX",Johnson County,130406,14.5,10.9,2.6,2.1,1.9
"Dallas--Fort Worth--Arlington, TX",Johnson County,130410,23.1,22.0,8.0,12.5,6.0
"Dallas--Fort Worth--Arlington, TX",Collin County,30601,16.9,8.7,5.1,6.0,4.5
"Dallas--Fort Worth--Arlington, TX",Collin County,32008,18.5,25.1,5.8,9.4,7.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31629,20.4,17.6,7.6,13.9,6.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31658,31.2,13.6,7.0,10.0,6.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31656,23.7,12.1,8.0,0.2,0.4
"Dallas--Fort Worth--Arlington, TX",Collin County,30505,29.4,7.5,5.7,2.8,2.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31661,17.1,4.5,2.9,1.6,2.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31408,15.9,8.1,5.1,9.9,6.9
"Dallas--Fort Worth--Arlington, TX",Collin County,30514,15.7,15.8,4.5,1.0,1.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31317,14.6,8.2,2.5,3.4,2.9
"Dallas--Fort Worth--Arlington, TX",Collin County,31410,16,9.3,2.5,5.2,3.5
"Dallas--Fort Worth--Arlington, TX",Collin County,31508,20.8,15.1,8.2,7.9,4.0
"Dallas--Fort Worth--Arlington, TX",Collin County,31405,15.7,6.1,1.9,0.7,0.5
"Dallas--Fort Worth--Arlington, TX",Collin County,32013,26.7,27.9,6.7,17.8,6.9
"Dallas--Fort Worth--Arlington, TX",Collin County,31654,14.7,5.7,4.1,4.5,5.0
"Dallas--Fort Worth--Arlington, TX",Collin County,31655,21.9,9.8,3.0,13.7,8.5
"Dallas--Fort Worth--Arlington, TX",Collin County,31807,14.5,10.1,7.3,7.0,3.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31664,10.7,8.7,4.5,0.4,0.5
"Dallas--Fort Worth--Arlington, TX",Collin County,31663,17.6,6.4,4.5,2.7,2.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100101,24.2,68.3,6.1,22.7,8.3
"Dallas--Fort Worth--Arlington, TX",Collin County,30900,26.4,56.1,6.1,18.1,5.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31505,17.7,3.9,2.1,5.3,3.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113705,25.3,39.0,9.1,22.3,8.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,106509,26.8,11.3,3.1,16.9,6.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110906,16.2,10.7,3.1,7.1,3.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113403,16.4,17.1,7.4,4.9,3.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31712,25,12.4,5.0,9.8,4.6
"Dallas--Fort Worth--Arlington, TX",Collin County,31714,32.9,13.5,5.7,15.7,8.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31716,21.7,11.2,9.3,8.6,4.3
"Dallas--Fort Worth--Arlington, TX",Collin County,31715,17.1,2.6,1.7,4.9,3.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31720,34.5,46.6,12.7,42.5,12.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31719,19.5,4.6,3.3,8.2,4.9
"Dallas--Fort Worth--Arlington, TX",Collin County,31806,30.5,20.1,11.7,13.5,6.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,114204,17.7,6.6,2.8,11.2,5.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102700,20,12.8,3.8,7.5,2.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113811,22.2,21.7,7.6,7.4,3.6
"Dallas--Fort Worth--Arlington, TX",Collin County,30404,16.4,14.6,2.8,7.6,6.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,1704,24.7,13.7,9.0,4.8,3.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,13626,35,42.3,14.8,17.3,9.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,10803,26.4,34.5,5.8,15.0,6.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,10902,33.2,10.0,3.5,21.3,7.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,121704,28.6,55.4,11.2,15.3,8.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113002,30.8,41.9,8.2,20.7,6.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,11002,19.8,20.9,7.9,18.3,9.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,106400,26.3,42.1,9.8,37.8,13.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,106004,28.2,31.8,5.0,24.4,6.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,103602,23.9,30.2,11.7,26.4,7.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,11101,22.3,4.5,2.9,9.8,6.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,11103,24.8,52.7,13.3,33.5,12.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,11104,28.4,18.8,11.8,36.6,12.1
"Dallas--Fort Worth--Arlington, TX",Parker County,140407,16.5,6.1,3.0,6.0,4.4
"Dallas--Fort Worth--Arlington, TX",Parker County,140405,19.5,9.4,3.5,11.2,5.0
"Dallas--Fort Worth--Arlington, TX",Parker County,140403,19.6,7.3,3.0,11.9,3.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,10101,31.3,52.0,13.1,35.9,10.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,10102,27.8,81.6,5.1,26.3,8.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,10500,29.2,44.1,14.0,22.3,8.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,10601,27.2,87.8,5.4,24.3,9.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,10602,34,66.0,6.9,37.0,7.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,20100,26.7,66.3,8.2,18.7,7.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,20200,28.5,8.4,6.2,39.9,13.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,14128,21.6,10.5,5.3,8.4,5.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,16522,19.1,27.9,10.8,11.9,8.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,18136,11.9,15.0,4.9,4.0,2.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,17606,25.3,47.5,8.7,18.5,8.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,606,17.5,6.9,3.5,3.8,2.4
"Dallas--Fort Worth--Arlington, TX",Denton County,20115,21,27.6,7.9,14.7,6.5
"Dallas--Fort Worth--Arlington, TX",Denton County,21515,15.6,24.1,6.7,4.7,3.1
"Dallas--Fort Worth--Arlington, TX",Denton County,21527,13.1,8.0,2.0,5.7,5.1
"Dallas--Fort Worth--Arlington, TX",Denton County,20114,22.6,37.4,5.1,17.3,11.6
"Dallas--Fort Worth--Arlington, TX",Denton County,20308,20.9,19.7,5.4,3.4,2.2
"Dallas--Fort Worth--Arlington, TX",Denton County,21619,28.6,55.3,13.0,16.6,7.4
"Dallas--Fort Worth--Arlington, TX",Denton County,21623,23.7,8.2,1.6,6.6,5.7
"Dallas--Fort Worth--Arlington, TX",Denton County,21625,20.1,7.2,2.9,0.6,0.5
"Dallas--Fort Worth--Arlington, TX",Denton County,21622,14.6,8.9,4.4,8.5,5.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,17304,17.5,32.9,8.5,11.9,10.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,18104,19.1,13.5,3.2,5.6,5.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,16803,25,20.3,12.4,17.4,9.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,7812,7.4,5.3,3.6,0.6,0.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,9803,28.1,59.0,10.1,20.0,9.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,13717,28.1,76.9,8.2,16.6,7.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,6100,28.4,52.3,8.6,26.8,8.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,17604,25.7,54.0,8.7,13.0,6.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,3101,29.2,14.8,4.9,9.8,4.4
"Dallas--Fort Worth--Arlington, TX",Denton County,21636,31.4,17.2,6.1,16.1,6.3
